Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly
-0.076579,-0.368421,0.137105,46.444737,2.355526,-0.146316,0.528799,15.526316,5.764075,-1.151643,0.526316,0.710526,0.105263,0.131579,0.631579,0.368421,0.210526,0.105263,0.105263,-1
0.342895,-0.149211,0.098684,54.592105,4.290526,-0.446053,0.390835,10.263158,9.215018,1.252645,0.157895,0.315789,0.026316,0.394737,0.342105,0.657895,0.526316,0.368421,0.157895,-1
-0.126053,-0.245789,0.247895,89.881579,3.182895,-0.393421,0.760558,25.789474,8.694653,5.713255,0.394737,0.684211,0.105263,0.026316,0.605263,0.394737,0.236842,0.210526,0.026316,-1
-0.221316,-0.074211,0.278684,52.947368,2.886316,-0.251579,0.777386,58.947368,12.112946,9.140803,0.368421,0.473684,0.184211,0.131579,0.631579,0.368421,0.263158,0.263158,0.0,-1
-0.517632,-0.529211,0.208158,27.773684,-0.873421,0.464737,0.305075,95.0,7.876224,0.605442,0.631579,0.842105,0.447368,0.078947,0.736842,0.263158,0.052632,0.052632,0.0,-1
0.086842,-0.170263,0.139211,29.205263,3.331053,-0.384737,0.921086,82.105263,11.139365,5.993428,0.184211,0.263158,0.210526,0.052632,0.394737,0.605263,0.421053,0.289474,0.131579,-1
-0.664103,-0.348462,0.052821,21.384615,-1.520769,0.612051,0.344462,120.0,6.84047,-0.008661,0.410256,0.564103,0.435897,0.153846,0.897436,0.102564,0.051282,0.025641,0.025641,-1
-0.383333,0.01359,0.135897,118.676923,3.044615,-0.328974,0.622432,30.0,13.082434,9.99269,0.025641,0.512821,0.076923,0.153846,0.74359,0.25641,0.25641,0.25641,0.0,-1
-0.48359,-0.455641,-0.027692,25.251282,-0.535128,0.427179,0.446923,110.25641,2.876349,-3.290308,0.410256,0.692308,0.487179,0.076923,0.769231,0.230769,0.076923,0.0,0.076923,-1
-0.034103,-0.474872,0.095897,87.012821,2.235897,-0.121538,0.541621,42.564103,4.388663,-2.857427,0.487179,0.666667,0.179487,0.0,0.487179,0.512821,0.25641,0.102564,0.153846,-1
0.206667,-0.110769,0.106667,27.853846,2.83359,-0.363077,0.683127,70.0,10.510235,7.022972,0.128205,0.230769,0.205128,0.153846,0.358974,0.641026,0.358974,0.282051,0.076923,-1
-0.625385,-0.312564,0.050256,24.548718,-1.477179,0.61,0.368801,127.692308,6.84047,-0.008661,0.410256,0.487179,0.435897,0.153846,0.871795,0.128205,0.051282,0.025641,0.025641,-1
-0.671282,-0.327692,0.027949,25.738462,-1.688462,0.641795,0.357941,140.0,6.84047,-0.008661,0.384615,0.564103,0.512821,0.153846,0.897436,0.102564,0.051282,0.025641,0.025641,-1
-0.590769,-0.211538,-0.146667,23.771795,-1.270769,0.575641,0.366479,147.692308,3.749751,-2.003509,0.230769,0.384615,0.487179,0.153846,0.820513,0.179487,0.102564,0.025641,0.076923,-1
0.105385,-0.425128,0.059231,27.633333,2.397692,-0.184615,0.351246,42.564103,5.321848,-2.784452,0.358974,0.564103,0.128205,0.076923,0.435897,0.564103,0.307692,0.153846,0.153846,-1
-0.424615,-0.161795,-0.130769,55.864103,-0.471538,0.494103,0.69808,105.128205,4.187226,-1.00478,0.25641,0.435897,0.358974,0.25641,0.692308,0.307692,0.128205,0.051282,0.076923,-1
-0.140513,-0.336923,0.02,24.751282,1.933077,-0.043846,0.925378,95.384615,7.218687,-0.004156,0.307692,0.435897,0.384615,0.051282,0.538462,0.461538,0.307692,0.153846,0.153846,-1
-0.648462,-0.397949,0.120513,28.7,-1.473333,0.589231,0.356446,122.564103,9.630231,0.990631,0.487179,0.641026,0.461538,0.128205,0.871795,0.128205,0.025641,0.025641,0.0,-1
0.007692,-0.372564,-0.075641,52.569231,3.125385,-0.327692,0.475202,25.128205,4.121044,-3.859742,0.282051,0.589744,0.102564,0.051282,0.538462,0.461538,0.333333,0.128205,0.205128,-1
-0.547692,-0.313333,0.052821,23.220513,-1.659231,0.662308,0.232165,122.307692,5.770354,-0.015761,0.410256,0.512821,0.358974,0.230769,0.846154,0.153846,0.0,0.0,0.0,-1
-0.649487,-0.389487,0.108974,30.876923,-1.530513,0.601026,0.356446,127.435897,9.630231,0.990631,0.461538,0.641026,0.461538,0.128205,0.871795,0.128205,0.025641,0.025641,0.0,-1
-0.681282,-0.404872,0.06641,31.461538,-1.765385,0.648462,0.303778,124.871795,6.824144,-0.009394,0.410256,0.641026,0.487179,0.128205,0.897436,0.102564,0.051282,0.025641,0.025641,-1
-0.053077,-0.201538,0.183333,11.684615,0.793333,0.029487,0.433658,115.128205,10.805214,6.987554,0.307692,0.307692,0.333333,0.076923,0.435897,0.564103,0.230769,0.205128,0.025641,-1
-0.543846,-0.358462,0.124615,13.684615,-1.206154,0.569487,0.380021,127.692308,9.630231,0.990631,0.487179,0.564103,0.435897,0.128205,0.794872,0.205128,0.025641,0.025641,0.0,-1
0.009744,-0.412821,0.299231,49.717949,2.184615,-0.154103,0.518265,32.564103,9.646929,3.640804,0.538462,0.666667,0.102564,0.076923,0.410256,0.589744,0.205128,0.179487,0.025641,-1
-0.22641,-0.406923,-0.092821,47.425641,0.496667,0.211538,0.321637,87.692308,2.796585,-5.85824,0.384615,0.589744,0.307692,0.051282,0.641026,0.358974,0.128205,0.0,0.128205,-1
-0.577692,-0.359231,0.116154,34.828205,-1.353333,0.594872,0.362639,132.564103,9.630231,0.990631,0.461538,0.564103,0.435897,0.128205,0.820513,0.179487,0.025641,0.025641,0.0,-1
-0.020769,-0.420513,-0.139744,27.638462,1.531282,0.038462,0.444276,54.871795,3.518954,-7.821764,0.358974,0.564103,0.179487,0.102564,0.538462,0.461538,0.25641,0.051282,0.205128,-1
0.010769,-0.477949,0.024872,50.592308,2.26641,-0.129487,0.503025,30.0,3.963779,-2.859133,0.410256,0.74359,0.128205,0.025641,0.487179,0.512821,0.102564,0.025641,0.076923,-1
-0.458205,-0.374872,0.077179,31.317949,-0.783846,0.484103,0.639898,157.179487,10.105427,0.994335,0.358974,0.666667,0.538462,0.051282,0.666667,0.333333,0.076923,0.051282,0.025641,-1
-0.598974,-0.282564,-0.111026,21.594872,-1.288974,0.557692,0.343865,162.564103,3.749751,-2.003509,0.25641,0.461538,0.538462,0.102564,0.820513,0.179487,0.102564,0.025641,0.076923,-1
-0.107179,-0.240769,0.403846,46.125641,3.087179,-0.376154,0.833131,62.564103,12.885303,12.027297,0.358974,0.487179,0.25641,0.076923,0.512821,0.487179,0.333333,0.333333,0.0,-1
-0.59641,-0.264359,-0.119487,21.594872,-1.302821,0.56641,0.366479,160.0,3.749751,-2.003509,0.230769,0.435897,0.512821,0.102564,0.820513,0.179487,0.102564,0.025641,0.076923,-1
-0.576923,-0.341795,0.048718,20.097436,-1.342051,0.568205,0.355317,134.615385,9.630231,0.990631,0.358974,0.641026,0.461538,0.128205,0.820513,0.179487,0.025641,0.025641,0.0,-1
-0.024615,-0.114103,0.094103,22.658974,2.723333,-0.244103,0.966339,87.435897,11.139365,5.992898,0.153846,0.307692,0.25641,0.128205,0.461538,0.538462,0.410256,0.282051,0.128205,-1
-0.029744,-0.353333,-0.115385,44.102564,2.22641,-0.054359,0.503566,80.0,4.163919,-5.105864,0.230769,0.512821,0.282051,0.102564,0.487179,0.512821,0.358974,0.128205,0.230769,-1
-0.52641,-0.077949,-0.135128,7.810256,-1.901795,0.689487,0.526384,164.871795,6.207825,-0.296234,0.179487,0.282051,0.487179,0.25641,0.820513,0.179487,0.102564,0.051282,0.051282,-1
-0.603333,-0.300256,-0.097692,12.302564,-1.338718,0.578974,0.342974,172.564103,3.749751,-2.003509,0.25641,0.461538,0.564103,0.076923,0.820513,0.179487,0.102564,0.025641,0.076923,-1
-0.389487,-0.163333,-0.124103,66.14359,-0.337949,0.47359,0.69808,102.564103,4.187226,-1.00478,0.25641,0.435897,0.333333,0.25641,0.666667,0.333333,0.128205,0.051282,0.076923,-1
-0.628205,-0.309487,0.04,33.25641,-1.498205,0.601026,0.361264,127.692308,6.84047,-0.008661,0.410256,0.512821,0.461538,0.153846,0.871795,0.128205,0.051282,0.025641,0.025641,-1
-0.66359,-0.324103,0.039744,23.561538,-1.556923,0.624359,0.395656,120.0,6.84047,-0.008661,0.384615,0.538462,0.435897,0.153846,0.897436,0.102564,0.051282,0.025641,0.025641,-1
-0.548205,-0.389231,0.13,19.946154,-1.245641,0.567179,0.330851,134.871795,9.630231,0.990631,0.461538,0.615385,0.435897,0.102564,0.794872,0.205128,0.025641,0.025641,0.0,-1
-0.112,-0.482,0.08675,74.91,1.4875,0.0525,0.317714,53.75,3.972194,-1.148687,0.475,0.675,0.225,0.05,0.5,0.5,0.075,0.025,0.05,-1
-0.2815,-0.3725,-0.24375,45.7775,0.22625,0.36275,0.414458,104.75,2.505918,-9.145845,0.275,0.525,0.35,0.15,0.675,0.325,0.225,0.0,0.225,-1
-0.03025,-0.1975,-0.1325,62.865,1.21825,0.05825,0.348071,107.25,4.466762,-2.968849,0.15,0.275,0.275,0.125,0.525,0.475,0.25,0.1,0.15,-1
-0.1455,-0.202,0.2725,63.0675,2.513,-0.201,0.930537,56.0,10.007276,7.135257,0.4,0.525,0.15,0.125,0.6,0.4,0.25,0.225,0.025,-1
-0.294,-0.49825,0.227,29.255,0.70725,0.09825,0.239121,19.75,7.698291,0.85333,0.675,0.75,0.125,0.075,0.7,0.3,0.05,0.05,0.0,-1
-0.43175,-0.2805,-0.08225,66.33,-0.8325,0.49825,0.257701,109.75,3.616156,-3.968774,0.3,0.45,0.35,0.175,0.775,0.225,0.125,0.025,0.1,-1
0.34025,0.05475,0.524,214.025,7.456,-1.12725,0.639287,19.5,13.150056,18.144474,0.175,0.35,0.1,0.125,0.25,0.75,0.6,0.575,0.025,-1
0.06625,-0.11625,0.3565,110.28,3.16175,-0.4,0.3923,85.25,12.884848,11.848808,0.3,0.375,0.225,0.025,0.375,0.625,0.3,0.3,0.0,-1
0.011,-0.26925,-0.06575,72.0275,2.05975,-0.12525,0.629206,122.0,4.912266,-1.004181,0.15,0.3,0.35,0.0,0.45,0.55,0.325,0.15,0.175,-1
-0.30525,-0.41125,0.28375,84.4575,1.949,-0.09,0.720593,51.5,12.310689,4.890781,0.475,0.675,0.275,0.05,0.625,0.375,0.2,0.175,0.025,-1
-0.59125,-0.39025,0.1245,34.2075,-1.32075,0.5885,0.362639,126.75,9.630231,0.990631,0.475,0.625,0.45,0.125,0.825,0.175,0.025,0.025,0.0,-1
-0.11175,-0.50375,0.1245,35.275,1.212,0.068,0.238178,17.25,2.994933,-2.00554,0.6,0.775,0.1,0.1,0.6,0.4,0.025,0.0,0.025,-1
-0.573,-0.34,0.04075,38.16,-1.29425,0.55425,0.345364,131.25,6.84047,-0.008661,0.35,0.6,0.425,0.125,0.825,0.175,0.05,0.025,0.025,-1
-0.173,-0.559,0.33675,43.85,1.46825,-0.114,0.4852,7.5,7.997143,2.56745,0.675,0.8,0.075,0.0,0.575,0.425,0.2,0.15,0.05,-1
-0.604,-0.34475,0.063,39.265,-1.372,0.58425,0.39741,124.25,6.84047,-0.008661,0.4,0.55,0.425,0.125,0.85,0.15,0.05,0.025,0.025,-1
-0.52925,-0.56425,0.212,10.5575,0.12525,0.2275,0.562201,89.25,9.775504,0.993739,0.675,0.75,0.675,0.0,0.75,0.25,0.175,0.1,0.075,-1
-0.5745,-0.38475,0.1225,29.6425,-1.18425,0.55,0.399046,122.0,9.630231,0.990631,0.475,0.6,0.425,0.125,0.825,0.175,0.025,0.025,0.0,-1
-0.1815,-0.46325,0.18625,-5.6825,1.067,0.13025,0.301895,26.75,9.110404,0.977831,0.475,0.7,0.1,0.225,0.725,0.275,0.025,0.025,0.0,-1
-0.59225,-0.39225,0.126,32.085,-1.32075,0.5965,0.362639,126.75,9.630231,0.990631,0.475,0.625,0.45,0.125,0.825,0.175,0.025,0.025,0.0,-1
0.33875,0.0635,0.52425,215.91,7.40825,-1.12325,0.639287,19.5,13.150056,18.145003,0.175,0.325,0.1,0.125,0.25,0.75,0.6,0.575,0.025,-1
-0.299,-0.5115,0.22725,29.255,0.473,0.124,0.225981,19.75,7.697872,0.852598,0.675,0.75,0.125,0.075,0.7,0.3,0.05,0.05,0.0,-1
-0.0605,-0.12625,0.356,44.05,3.4245,-0.45,0.889093,78.0,13.329945,13.990395,0.2,0.4,0.275,0.025,0.475,0.525,0.35,0.35,0.0,-1
-0.1645,-0.575,0.287,48.665,1.49975,-0.095,0.4852,7.5,7.57456,0.568899,0.675,0.8,0.075,0.0,0.575,0.425,0.2,0.125,0.075,-1
0.027073,-0.372927,0.030488,12.197561,2.611463,-0.160488,0.521995,9.512195,4.14012,-3.867183,0.439024,0.634146,0.04878,0.170732,0.560976,0.439024,0.268293,0.097561,0.170732,-1
-0.519756,-0.169756,-0.149024,49.607317,-1.11439,0.552439,0.457608,154.634146,3.972252,-1.00635,0.146341,0.390244,0.487805,0.146341,0.804878,0.195122,0.073171,0.02439,0.04878,-1
-0.376098,-0.267561,0.120732,7.685366,-0.442195,0.307805,0.21306,64.146341,8.152903,2.166283,0.390244,0.560976,0.195122,0.219512,0.804878,0.195122,0.097561,0.097561,0.0,-1
0.420244,-0.248537,-0.095366,120.858537,5.19561,-0.69878,0.533586,9.512195,4.749218,-2.858334,0.219512,0.317073,0.02439,0.04878,0.292683,0.707317,0.390244,0.170732,0.219512,-1
0.123171,-0.055854,0.34561,34.973171,4.570976,-0.628537,0.802935,66.585366,12.85336,14.02798,0.146341,0.341463,0.219512,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
0.205122,-0.061463,0.38439,42.826829,4.78878,-0.687317,0.794753,71.219512,12.665115,15.024576,0.170732,0.341463,0.219512,0.073171,0.341463,0.658537,0.439024,0.414634,0.02439,-1
0.074634,-0.070732,0.343415,26.041463,3.877317,-0.533171,0.794753,78.536585,12.713196,14.025985,0.146341,0.317073,0.243902,0.073171,0.414634,0.585366,0.414634,0.390244,0.02439,-1
0.147073,-0.059268,0.37439,47.019512,4.855854,-0.680732,0.794753,71.219512,12.910513,15.027442,0.170732,0.365854,0.243902,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.012195,-0.338049,-0.093415,61.74878,1.923415,-0.025366,0.397244,59.268293,4.419752,-3.108489,0.243902,0.439024,0.170732,0.121951,0.463415,0.536585,0.195122,0.073171,0.121951,-1
0.141707,-0.056829,0.396585,55.829268,4.761707,-0.642195,0.760532,73.658537,12.910513,15.027442,0.195122,0.341463,0.219512,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.141951,-0.047805,0.393171,65.212195,4.770976,-0.669756,0.804522,75.853659,13.136818,16.027264,0.146341,0.365854,0.243902,0.073171,0.365854,0.634146,0.414634,0.414634,0.0,-1
0.145122,-0.091463,0.344634,37.090244,4.398293,-0.610732,0.648307,71.219512,12.788781,14.026718,0.170732,0.341463,0.219512,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.11439,-0.280732,0.234634,30.270732,3.335854,-0.411463,0.346649,50.243902,10.59562,6.104689,0.243902,0.390244,0.219512,0.097561,0.390244,0.609756,0.463415,0.341463,0.121951,-1
0.101951,-0.070488,0.343659,18.426829,3.896341,-0.534878,0.807784,83.170732,12.713196,14.026515,0.146341,0.317073,0.243902,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
0.067073,-0.056829,0.398293,44.717073,4.459024,-0.619512,0.920384,78.292683,13.136818,16.027264,0.170732,0.365854,0.268293,0.073171,0.414634,0.585366,0.414634,0.414634,0.0,-1
0.077805,-0.088537,0.332195,26.273171,3.964146,-0.549512,0.794753,78.536585,12.713196,14.025985,0.146341,0.341463,0.268293,0.073171,0.414634,0.585366,0.414634,0.390244,0.02439,-1
-0.214878,-0.138537,0.080976,7.168293,1.532927,-0.020732,0.999211,101.707317,9.991699,4.563691,0.195122,0.487805,0.341463,0.121951,0.658537,0.341463,0.268293,0.195122,0.073171,-1
-0.404146,-0.29439,-0.042927,25.492683,0.237561,0.313171,0.727591,135.853659,4.319102,-1.006011,0.292683,0.512195,0.536585,0.097561,0.731707,0.268293,0.170732,0.073171,0.097561,-1
0.19122,-0.065854,0.395122,54.234146,5.056829,-0.706829,0.802179,61.707317,12.728945,14.885105,0.195122,0.390244,0.195122,0.073171,0.341463,0.658537,0.439024,0.414634,0.02439,-1
0.147805,-0.046341,0.367317,64.041463,4.800244,-0.665366,0.796582,78.292683,12.910513,15.027442,0.146341,0.341463,0.243902,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.144878,-0.089268,0.37439,40.053659,4.433171,-0.638049,0.827725,66.341463,12.589597,14.88364,0.170732,0.390244,0.219512,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
-0.069756,-0.133659,0.076829,19.02439,1.856341,-0.142683,0.74292,111.707317,10.757221,5.991433,0.121951,0.243902,0.317073,0.073171,0.487805,0.512195,0.390244,0.268293,0.121951,-1
0.125366,-0.18,0.017073,37.329268,2.95878,-0.289268,0.634134,57.073171,9.846476,2.031012,0.170732,0.292683,0.170732,0.146341,0.390244,0.609756,0.414634,0.243902,0.170732,-1
-0.030244,-0.465122,-0.016585,23.078049,1.85439,-0.008537,0.505094,35.609756,3.749749,-6.072026,0.463415,0.707317,0.146341,0.146341,0.560976,0.439024,0.219512,0.073171,0.146341,-1
0.14878,-0.069756,0.36439,59.8,4.634878,-0.664878,0.827725,66.341463,12.66467,14.884373,0.170732,0.365854,0.219512,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
-0.187805,-0.277561,-0.064878,78.821951,1.412927,0.106585,0.420372,35.609756,3.566548,-5.002637,0.317073,0.487805,0.097561,0.146341,0.682927,0.317073,0.268293,0.073171,0.195122,-1
-0.016829,-0.380488,-0.227317,37.429268,1.557317,0.043415,0.353526,97.560976,3.16942,-7.001764,0.219512,0.463415,0.341463,0.04878,0.463415,0.536585,0.219512,0.02439,0.195122,-1
0.133902,-0.07561,0.356341,38.129268,4.197805,-0.579512,0.794753,83.170732,12.588514,14.024584,0.170732,0.317073,0.243902,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
0.199268,-0.029756,0.374878,65.687805,5.27439,-0.723659,0.794753,73.658537,12.960335,15.028174,0.146341,0.341463,0.219512,0.073171,0.341463,0.658537,0.439024,0.414634,0.02439,-1
0.045854,-0.273659,0.193902,94.719512,3.432439,-0.343659,0.577756,35.609756,7.735517,1.125906,0.341463,0.512195,0.121951,0.170732,0.463415,0.536585,0.463415,0.341463,0.121951,-1
-0.030976,-0.369756,0.273659,58.507317,1.899268,-0.152683,0.37689,19.02439,8.376571,3.887431,0.560976,0.682927,0.073171,0.097561,0.512195,0.487805,0.195122,0.170732,0.02439,-1
0.071707,-0.072683,0.340976,20.265854,3.814634,-0.515122,0.796582,88.04878,12.713196,14.025985,0.146341,0.317073,0.268293,0.073171,0.414634,0.585366,0.414634,0.390244,0.02439,-1
0.115366,-0.042927,0.359512,48.626829,4.673171,-0.653659,0.794753,80.731707,12.910513,15.027442,0.146341,0.341463,0.268293,0.073171,0.390244,0.609756,0.439024,0.414634,0.02439,-1
0.230488,-0.066829,0.365122,52.395122,5.279268,-0.728537,0.760532,64.146341,12.72894,14.02762,0.170732,0.365854,0.195122,0.073171,0.317073,0.682927,0.463415,0.414634,0.04878,-1
0.082927,-0.17561,0.018537,49.553659,3.04878,-0.272927,0.676099,83.170732,10.173657,1.996324,0.170732,0.317073,0.243902,0.073171,0.414634,0.585366,0.390244,0.219512,0.170732,-1
0.190488,-0.068049,0.343171,46.363415,4.862683,-0.677561,0.760532,71.219512,12.664664,14.026887,0.146341,0.341463,0.219512,0.073171,0.341463,0.658537,0.463415,0.414634,0.04878,-1
0.466098,-0.245854,-0.131707,120.858537,5.43122,-0.732439,0.533586,9.512195,4.52816,-3.858156,0.195122,0.317073,0.02439,0.04878,0.268293,0.731707,0.414634,0.170732,0.243902,-1
-0.470244,-0.253902,-0.057073,61.668293,-1.161951,0.555854,0.301974,111.707317,2.928404,-2.150812,0.317073,0.536585,0.365854,0.170732,0.780488,0.219512,0.04878,0.0,0.04878,-1
-0.08561,-0.362439,-0.010976,43.0,1.520732,-0.030488,0.646652,104.634146,4.839092,-2.251652,0.268293,0.463415,0.341463,0.02439,0.512195,0.487805,0.365854,0.170732,0.195122,-1
0.250976,-0.11439,0.039512,49.419512,3.480732,-0.457561,0.49963,54.634146,10.219204,4.03006,0.073171,0.170732,0.146341,0.097561,0.317073,0.682927,0.463415,0.292683,0.170732,-1
0.078049,-0.401707,-0.152195,45.570732,1.843415,0.042195,0.448909,97.317073,3.614555,-8.107803,0.243902,0.512195,0.268293,0.073171,0.414634,0.585366,0.317073,0.073171,0.243902,-1
0.1,-0.074146,0.350244,22.092683,3.890732,-0.537805,0.796582,88.04878,12.498138,14.023852,0.146341,0.317073,0.268293,0.073171,0.414634,0.585366,0.414634,0.390244,0.02439,-1
0.180488,-0.060732,0.380732,62.434146,4.982927,-0.700244,0.794753,68.780488,12.910513,15.027442,0.170732,0.365854,0.219512,0.073171,0.341463,0.658537,0.439024,0.414634,0.02439,-1
0.044878,-0.107561,0.354146,18.107317,4.130488,-0.572927,0.870767,70.97561,12.789552,14.847487,0.146341,0.463415,0.243902,0.04878,0.414634,0.585366,0.414634,0.390244,0.02439,-1
-0.223902,-0.419268,0.262195,3.365854,1.644146,-0.062195,0.526525,28.780488,7.995746,2.565106,0.609756,0.731707,0.146341,0.073171,0.682927,0.317073,0.097561,0.097561,0.0,-1
0.18561,-0.249024,-0.060488,78.112195,3.164634,-0.267317,0.519908,75.853659,4.741413,-4.070624,0.195122,0.365854,0.219512,0.121951,0.390244,0.609756,0.439024,0.195122,0.243902,-1
-0.093902,-0.22439,0.323415,62.534146,2.414634,-0.273902,0.911554,61.707317,10.822757,10.1364,0.341463,0.536585,0.170732,0.04878,0.536585,0.463415,0.268293,0.268293,0.0,-1
0.113415,-0.101463,0.374634,38.521951,3.53439,-0.516829,0.613603,83.170732,12.511402,14.985493,0.170732,0.341463,0.243902,0.04878,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.116341,-0.06878,0.341951,28.204878,4.279756,-0.593171,0.804522,76.097561,12.788781,14.027247,0.146341,0.341463,0.243902,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
0.12122,-0.055854,0.341707,34.973171,4.508293,-0.618293,0.804522,76.097561,12.85336,14.02798,0.146341,0.341463,0.243902,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
0.172439,-0.094878,0.355366,36.846341,4.47439,-0.62561,0.663762,71.219512,12.588514,14.024584,0.170732,0.341463,0.219512,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
-0.404634,-0.199756,0.050732,56.507317,-0.22,0.236829,0.741341,152.195122,11.046542,4.989971,0.195122,0.463415,0.560976,0.073171,0.731707,0.268293,0.170732,0.146341,0.02439,-1
0.173415,-0.092927,0.353902,38.917073,4.47439,-0.633415,0.648307,71.219512,12.588514,14.024584,0.170732,0.341463,0.219512,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.127073,-0.371463,0.307073,60.360976,2.551951,-0.123659,0.439625,52.195122,11.496718,4.989133,0.487805,0.658537,0.170732,0.097561,0.317073,0.682927,0.121951,0.121951,0.0,-1
0.053659,-0.137561,0.355854,41.056098,3.003659,-0.462683,0.506839,78.292683,11.792541,14.843262,0.170732,0.341463,0.243902,0.04878,0.390244,0.609756,0.463415,0.414634,0.04878,-1
-0.42878,-0.31561,-0.015366,17.726829,0.341463,0.294878,0.822887,121.707317,7.059361,-0.004056,0.317073,0.560976,0.536585,0.097561,0.731707,0.268293,0.146341,0.073171,0.073171,-1
0.139756,-0.082439,0.387561,48.463415,4.582683,-0.648537,0.827725,66.341463,12.66467,14.884373,0.195122,0.390244,0.219512,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.139756,-0.05122,0.343659,44.160976,4.410732,-0.606098,0.807784,80.731707,12.85336,14.02798,0.170732,0.317073,0.243902,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.11878,0.002927,0.119512,54.621951,3.593902,-0.482195,0.673977,92.682927,12.960495,10.031611,0.073171,0.146341,0.243902,0.04878,0.390244,0.609756,0.317073,0.292683,0.02439,-1
0.010976,-0.061951,0.29878,37.758537,1.950488,-0.234878,0.610432,83.170732,11.508028,13.879817,0.146341,0.268293,0.243902,0.146341,0.439024,0.560976,0.365854,0.365854,0.0,-1
0.053171,-0.259268,-0.122195,54.312195,2.840732,-0.169024,0.726662,97.560976,4.318454,-3.965466,0.121951,0.390244,0.292683,0.073171,0.463415,0.536585,0.365854,0.146341,0.219512,-1
-0.267317,-0.423902,0.269268,3.365854,1.438049,-0.028049,0.526525,31.219512,7.995746,2.565106,0.634146,0.731707,0.170732,0.073171,0.707317,0.292683,0.097561,0.097561,0.0,-1
0.146341,-0.05561,0.368293,62.202439,4.821707,-0.672683,0.794753,75.853659,12.910513,15.027442,0.146341,0.365854,0.243902,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.070244,-0.424146,0.134634,24.690244,3.264878,-0.369268,0.452074,35.609756,7.870672,1.138754,0.365854,0.682927,0.121951,0.0,0.439024,0.560976,0.341463,0.195122,0.146341,-1
-0.474146,-0.393171,0.197805,-5.021951,-0.659024,0.381463,0.489425,64.390244,9.417587,2.70161,0.536585,0.658537,0.292683,0.170732,0.804878,0.195122,0.073171,0.073171,0.0,-1
0.133902,-0.09122,0.363415,20.497561,4.099268,-0.565122,0.807784,73.658537,12.713196,14.026515,0.170732,0.341463,0.219512,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.149756,-0.076341,0.374146,54.02439,4.661707,-0.663171,0.827725,66.341463,12.66467,14.884373,0.170732,0.390244,0.219512,0.073171,0.365854,0.634146,0.439024,0.414634,0.02439,-1
0.135366,-0.066341,0.355366,39.968293,4.176341,-0.572195,0.796582,85.609756,12.588514,14.024584,0.170732,0.292683,0.243902,0.073171,0.390244,0.609756,0.414634,0.390244,0.02439,-1
-0.533659,-0.074878,-0.09122,20.829268,-1.417561,0.577561,0.47406,151.95122,9.772144,1.98769,0.121951,0.268293,0.439024,0.243902,0.829268,0.170732,0.146341,0.097561,0.04878,-1
0.421707,-0.257073,-0.09561,105.443902,5.242195,-0.702683,0.533586,9.512195,4.699781,-2.858864,0.219512,0.341463,0.02439,0.04878,0.292683,0.707317,0.390244,0.170732,0.219512,-1
0.173415,-0.092927,0.353902,38.917073,4.47439,-0.633415,0.648307,71.219512,12.588514,14.024584,0.170732,0.341463,0.219512,0.073171,0.365854,0.634146,0.414634,0.390244,0.02439,-1
0.334878,-0.176585,-0.0,87.502439,4.484878,-0.606585,0.592293,23.658537,7.705568,0.466468,0.170732,0.268293,0.073171,0.073171,0.292683,0.707317,0.487805,0.268293,0.219512,-1
-0.326341,-0.293171,0.258537,80.543902,2.090976,-0.106098,0.911547,33.170732,11.036761,6.421235,0.414634,0.658537,0.121951,0.121951,0.707317,0.292683,0.170732,0.170732,0.0,-1
0.006667,-0.385,-0.10119,31.497619,1.805476,0.01619,0.492308,49.047619,3.750174,-7.005568,0.357143,0.428571,0.214286,0.142857,0.47619,0.52381,0.309524,0.071429,0.238095,-1
